OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
205126,4.90E+11,4.90E+11,49,35,101500,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,44.0418685,0,44.0418685,40.38507,495,371,327,0.822,83,0.25382263,151,0.4617737,93,0.28440367,298,81,118,99,0.271812081,33,12,2,0,19,0,12,2,0,19,0,0,0,0,9,13,11,0.272727273,9.186563252,12.25700488,0.817133659,0.297139512,0.049523252,0,0.470470894,0,0.297139512,0.049523252,0,0.470470894,0,0,0,0,10.00369691,0,0.100917431,0.778812674,0.531622356,0.778812674,0.411462961,0.277580458,0.344176408,0.383165659,0.041277933,0.125,0.19939577,9.03030303,0.00032545,21.96670361,0,4.396882779,17.56982083,140.5208319,0,14.53162688,0,130.7846419,43.59488063,107.29,0,0.357112777,11,159.8478956,0.022222222,70630,47203,315024,184866,0.001189527,0.463448403,0.000974349,0.418644459,0.006640424,0.991567596,0.006301885,0.98467586,4,6,17,20,14,1701.177669,178234.2642
205127,4.90E+11,4.90E+11,49,35,101500,4,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,44.1463918,0,44.1463918,44.1463918,571,375,273,0.869,16,0.058608059,145,0.531135531,112,0.41025641,402,112,135,155,0.278606965,475,152,15,5,36,267,152,15,5,25,267,0,11,0,232,199,44,0.488421053,8.494465453,12.9342394,10.75965624,3.443089997,0.339778618,0.113259539,0.815468683,6.048059402,3.443089997,0.339778618,0.113259539,0.566297697,6.048059402,0,0.249170987,0,19.25412169,0,1.73992674,0.646809244,0.646809244,0.607027689,0.523047938,0.735192691,0.606404722,0.672658044,0.443851352,0.908221797,0.916761688,0.846315789,0.857542781,17.62374939,0,2.302344127,15.32140527,67.65853059,0,14.49722104,14.49722104,0,43.49166312,287,0.396082851,1,22,318.9388629,0.038528897,72120,49191,314687,184657,0.001214621,0.473225241,0.001015385,0.436276075,0.00663332,0.990506857,0.00629476,0.983562636,17,9,11,18,14,1704.06504,178657.3526
205128,4.90E+11,4.90E+11,49,35,101600,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,58.347723,0,58.347723,58.34772,1317,728,663,0.842,35,0.052790347,376,0.567119155,252,0.380090498,656,198,198,260,0.301829268,86,0,0,3,70,13,0,0,3,8,13,62,0,0,31,19,36,0.360465116,12.47692283,22.57157606,1.473922203,0,0,0.051415891,1.199704119,0.222802193,0,0,0.051415891,0.137109042,0.222802193,1.062595077,0,0,13.95084504,0,0.129713424,0.519037692,0.354298343,0.619988336,0.413325557,0.304370934,0.406419362,0.449598052,0.188898624,0.12259444,0.23180593,7.627906977,0.001322929,28.25006553,0,9.87547216,18.37459337,98.75141143,0,43.87489123,10.96872281,54.84361403,21.93744561,64.37,0.091290139,1,15.67,171.8798864,0.011898254,77259,51425,272125,156004,0.00130117,0.506945492,0.001061498,0.456089471,0.005736151,0.856538969,0.00531801,0.830944429,5,6,14,20,13.16666667,1933.301496,236129.2848
205129,4.90E+11,4.90E+11,49,35,101600,3,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,143.4109096,0,143.4109096,143.4109096,1601,628,577,0.787,94,0.162911612,153,0.265164645,330,0.571923744,690,206,213,271,0.298550725,614,37,5,0,558,14,37,5,0,33,14,393,132,0,214,210,190,0.348534202,4.37902529,11.1637253,4.281403707,0.257999898,0.034864851,0,3.890917376,0.097621583,0.257999898,0.034864851,0,0.230108017,0.097621583,2.740377291,0.920432067,0,8.660428997,0,1.064124783,0.275247687,0.237085453,0.595975933,0.513525146,0.552602093,0.451589915,0.502747263,0.516275996,0.554401806,0.941717791,1.123778502,0.88357553,20.95475518,0,0,20.95475518,119.0425474,0,0,0,111.5675233,44.62700932,382.22,0.008780319,0.450148881,16,71.40321492,0.009993754,79766,55698,271449,155379,0.001343392,0.523395516,0.0011497,0.493986803,0.005721902,0.854411195,0.005296705,0.82761541,12,9,16,17,14.5,3170.855178,580377.1456
205130,4.90E+11,4.90E+11,49,35,101700,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,86.5885349,0,86.5885349,86.5885349,1689,913,844,0.835,98,0.116113744,443,0.524881517,303,0.359004739,1038,285,354,399,0.274566474,479,52,22,33,366,6,52,22,33,52,6,65,249,0,128,200,151,0.267223382,10.54412112,19.50604664,5.531910207,0.6005414,0.254075208,0.381112812,4.226887548,0.069293238,0.6005414,0.254075208,0.381112812,0.6005414,0.069293238,0.75067675,2.875669398,0,16.07603133,0,0.567535545,0.514031912,0.514031912,0.757432573,0.708794021,0.53250546,0.528385148,0.577351967,0.756394248,0.441881919,0.631509558,2.167014614,0.311294891,16.57093489,0,5.527297889,11.043637,41.89376809,0,0,14.78255755,29.56511509,7.391278773,126.07,0,0.627689638,13,96.08662405,0.007696862,77020,50889,317292,187676,0.001297145,0.505377261,0.001050435,0.451335675,0.006688231,0.998706339,0.006397675,0.999643129,11,16,9,20,14.16666667,2413.182712,350417.3455
205131,4.90E+11,4.90E+11,49,35,101700,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,43.3477646,0,43.3477646,43.3477646,1174,669,612,0.877,126,0.205882353,281,0.459150327,205,0.33496732,638,180,222,236,0.282131661,233,17,10,15,166,25,17,10,15,28,25,0,138,0,60,114,59,0.25751073,15.43332179,27.08328817,5.375133001,0.392177086,0.230692403,0.346038605,3.829493897,0.576731009,0.392177086,0.230692403,0.346038605,0.64593873,0.576731009,0,3.183555168,0,20.80845479,0,0.380718954,0.61125187,0.61125187,0.729486755,0.628565302,0.480058488,0.582116672,0.639608155,0.98849643,0.331201137,0.535017222,2.738197425,0.175837075,25.15828039,0,6.792459078,18.36582132,147.6874312,0,29.52862764,29.52862764,103.3501967,29.52862764,205.19,0.483343811,1,19,280.5219626,0.016183986,75316,50405,317703,187743,0.001268447,0.494196232,0.001040444,0.447043068,0.006696895,1,0.006399959,1,10,13,17,19,15.83333333,1927.658082,175426.4443
205132,4.90E+11,4.90E+11,49,35,101700,3,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,43.3168771,0,43.3168771,43.3168771,863,552,532,0.849,71,0.133458647,341,0.640977444,120,0.22556391,383,99,135,149,0.25848564,449,19,18,3,375,34,19,18,3,62,34,0,313,0,122,190,137,0.271714922,12.74330092,19.92295054,10.36547485,0.438628112,0.415542421,0.06925707,8.65713378,0.784913463,0.438628112,0.415542421,0.06925707,1.431312785,0.784913463,0,7.225820995,0,23.10877577,0,0.843984962,0.398945309,0.398945309,0.567366337,0.488873569,0.54886844,0.538484089,0.597926095,0.566320192,0.68445122,0.920673077,0.853006682,0.863299746,21.78005533,0,10.8361721,10.94388322,78.82378021,0,14.77484165,29.5496833,59.09936661,0,209.21,1,1,18.33,270.8228475,0.021239861,80232,53607,317099,187513,0.001351241,0.526453238,0.001106539,0.475441677,0.006684163,0.998098853,0.006392118,0.998774921,12,8,12,19,13.66666667,1927.416769,175301.4247
205133,4.90E+11,4.90E+11,49,35,110402,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,155.198568,0,155.198568,155.198568,1424,537,528,0.567,36,0.068181818,90,0.170454545,402,0.761363636,658,168,198,292,0.255319149,169,2,5,18,143,1,2,5,18,108,1,33,2,0,87,44,38,0.514792899,3.460083472,9.175342391,1.088927573,0.012886717,0.032216792,0.115980452,0.921400254,0.006443358,0.012886717,0.032216792,0.115980452,0.695882709,0.006443358,0.212630828,0.012886717,0,4.549011045,0,0.320075758,0.352234131,0.352234131,0.556626377,0.5208826,0.385856737,0.425953098,0.461448726,0.762907017,0.21217828,0.408706167,3.893491124,0.055382527,20.36640668,0,1.572570932,18.79383575,107.2628454,0,24.74249634,4.123749389,111.3412335,12.37124817,847.59,0,0,9,37.1137445,0.006320225,89405,68198,73359,48797,0.001505729,0.586643132,0.001407721,0.604849581,0.001546342,0.230904335,0.001663438,0.259913818,7,9,15,13,12,3860.806551,628079.8699
205134,4.90E+11,4.90E+11,49,35,110401,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,271.0346002,0,271.0346002,271.0346002,1498,486,477,0.571,18,0.037735849,51,0.106918239,408,0.855345912,585,137,196,252,0.234188034,486,23,188,6,211,58,23,188,6,78,58,115,18,0,147,161,178,0.302469136,1.793128994,5.526969615,1.793128994,0.084860014,0.693638376,0.022137395,0.77849839,0.213994818,0.084860014,0.693638376,0.022137395,0.287786135,0.213994818,0.424300071,0.066412185,0,3.586257988,0,1.018867925,0.734391834,0.734391834,0.810136955,0.758113989,0.719742649,0.70596024,0.782587294,0.617937478,0.489919355,0.907563025,1.203703704,0.815704025,20.87367092,0,2.532071857,18.34159907,94.49538908,0,11.80661066,0,115.7047845,9.445288528,608.87,0,0,12.33,29.11510189,0.008230975,93360,70234,105721,69946,0.001572338,0.612594406,0.001449748,0.622906911,0.002228504,0.332766766,0.002384385,0.372562492,17,18,14,15,15.5,4459.075935,1096862.077
205135,4.90E+11,4.90E+11,49,35,110401,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,77.497973,0,77.497973,77.497973,555,246,246,0.587,12,0.048780488,94,0.382113821,140,0.569105691,332,81,104,147,0.243975904,712,297,126,47,242,0,297,126,47,34,0,0,208,0,223,295,194,0.313202247,3.174276571,7.16147763,9.187337068,3.832358299,1.625848975,0.606467475,3.122662318,0,3.832358299,1.625848975,0.606467475,0.438721152,0,0,2.683941166,0,12.36161364,0,2.894308943,0.878161218,0.756406901,0.842118617,0.651779625,0.916127087,0.632236294,0.686545473,0.443311668,0.876085241,0.636015326,0.466292135,0.586426543,15.76443637,0,1.466872891,14.29756348,71.59929202,0,33.03312204,8.25828051,49.54968306,8.25828051,238.72,0,0,8.33,68.79147665,0.015009009,112605,83729,168100,92985,0.001896456,0.738873105,0.001728307,0.742594366,0.003543397,0.529110521,0.00316976,0.49527812,20,14,12,19,16,2458.324669,313629.2447
205136,4.90E+11,4.90E+11,49,35,110401,3,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,98.1446606,0,98.1446606,98.1446606,1430,756,707,0.496,193,0.272984441,325,0.459688826,189,0.267326733,720,185,229,306,0.256944444,585,24,33,160,327,41,24,33,160,23,41,3,301,0,173,253,159,0.295726496,7.702915221,14.57032906,5.960589159,0.244536991,0.336238363,1.630246608,3.331816504,0.417750693,0.244536991,0.336238363,1.630246608,0.23434795,0.417750693,0.030567124,3.066901431,0,13.66350438,0,0.827439887,0.720253207,0.720253207,0.68361501,0.639716654,0.677297118,0.620177016,0.650803219,0.673919464,0.580645161,0.896551724,1.230769231,0.793922658,20.91141071,0,4.32992213,16.58148858,104.3814298,0,58.68887787,6.520986431,78.25183717,6.520986431,433.18,0,0,8.33,54.31981697,0.005825175,103885,77892,131487,88936,0.001749597,0.681655632,0.001607822,0.690825883,0.002771628,0.413867669,0.003031734,0.473711403,16,13,15,16,15.16666667,2528.018785,397185.5001
205137,4.90E+11,4.90E+11,49,35,110500,1,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,238.374899,0,238.374899,238.374899,1989,767,729,0.53,0,0,141,0.193415638,588,0.806584362,932,243,241,448,0.260729614,260,3,11,64,113,69,3,11,64,17,69,29,67,0,91,97,72,0.35,3.217620661,8.34399934,1.090718868,0.012585218,0.046145798,0.268484644,0.4740432,0.289460007,0.012585218,0.046145798,0.268484644,0.071316234,0.289460007,0.121657105,0.281069862,0,4.308339529,0,0.356652949,0.773293982,0.773293982,0.850407005,0.795798097,0.504111685,0.599722862,0.642224436,0.820860727,0.231213873,0.436241611,3.584615385,0.075425084,21.3864752,2.267131148,0.434639666,18.68470438,87.7407818,2.684846444,0,0,107.3938578,16.10907867,500.24,0,0,6.33,16.99507799,0.003182504,91712,71849,60969,42199,0.001544583,0.601780828,0.001483084,0.637230382,0.001285172,0.191905648,0.001438519,0.224770031,10,19,13,15,14.16666667,4496.451512,964688.2446
205138,4.90E+11,4.90E+11,49,35,110500,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,314.9756519,0,314.9756519,314.9756519,1983,659,659,0.623,0,0,115,0.174506829,544,0.825493171,996,280,235,481,0.281124498,671,0,7,34,627,3,0,7,34,47,3,554,26,0,246,160,265,0.36661699,2.092225212,6.295724727,2.130323395,0,0.02222394,0.107944852,1.990630057,0.009524546,0,0.02222394,0.107944852,0.149217883,0.009524546,1.758866111,0.082546063,0,4.222548606,0,1.018209408,0.206510877,0.177878788,0.386929482,0.3333994,0.520393122,0.354132886,0.384260839,0.531959461,0.505651846,0.805038992,1.484351714,0.616096474,21.77350594,1.897208234,1.537379111,18.33891859,127.3820365,4.063806178,18.2871278,4.063806178,130.0417977,24.38283707,543.15,0,0,23.67,48.09514611,0.01193646,102899,80204,83957,55780,0.001732991,0.675185858,0.001655545,0.711331063,0.001769738,0.264262535,0.001901481,0.297108281,11,4,16,15,12.83333333,4774.830092,1274689.54
205139,4.90E+11,4.90E+11,49,3,960601,2,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,138.778773,0,138.778773,138.46683,1001,373,367,0.664,0,0,96,0.261580381,271,0.738419619,577,173,210,194,0.29982669,1466,0,0,1369,97,0,0,0,1369,0,0,31,66,0,141,483,842,0.096180082,2.693785941,7.22916817,10.58737316,0,0,9.88684438,0.700528784,0,0,0,9.88684438,0,0,0.223880333,0.476648451,0,13.28115911,0,3.994550409,0.351451884,0.151362088,0.259477354,0.137087292,0.633105916,0.605141818,0.424010183,0.742819646,0.811511958,0.564855605,0.393587995,0.545303911,22.13500666,0,0,22.13500666,119.9537915,0,0,0,152.1846572,18.44662512,-99999,0,0,-99999,-99999,-99999,10693,12235,-99999,-99999,0.000930052,0.109570653,0.001078083,0.165340072,-99999,-99999,-99999,-99999,14,2,16,1,8.333333333,3385.87903,561629.2284
205140,4.91E+11,4.91E+11,49,57,210512,1,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,1358.796475,0,1358.796475,1344.08583,1906,848,734,0.697,20,0.027247956,209,0.284741144,505,0.688010899,821,227,315,279,0.276492083,2347,188,1594,99,424,42,188,1594,99,367,42,0,57,0,400,1022,925,0.170430337,0.63091209,1.418064202,1.746168249,0.13987202,1.185936169,0.07365601,0.315456045,0.031248004,0.13987202,1.185936169,0.07365601,0.273048039,0.031248004,0,0.042408006,0,2.377080339,0,3.197547684,0.608685938,0.608685938,0.58654777,0.50540133,0.722917309,0.811027603,0.885057789,0.514527671,0.896308488,0.518308081,0.349808266,0.521945692,11.09588915,2.786674117,2.828650353,5.480564676,25.60242143,1.413015146,9.420100973,1.413015146,24.02125748,1.884020195,-99999,0,0,4.33,2.039451861,0.002271773,40267,40424,-99999,-99999,0.003502329,0.412613997,0.003561947,0.546277652,-99999,-99999,-99999,-99999,17,8,7,1,6.833333333,12281.07903,5498973.338
205141,4.91E+11,4.91E+11,49,57,210403,4,482,"Salt Lake City-Provo-Orem, UT",36260,"Ogden-Clearfield, UT",652744,232494,284177,2119.943053,39.639782,2080.303271,2080.303271,2446,937,826,0.542,16,0.01937046,207,0.250605327,603,0.730024213,1090,296,310,484,0.271559633,1008,77,123,685,115,8,77,12,685,63,8,0,52,111,142,279,587,0.140873016,0.450415097,1.175790104,0.484544736,0.037013834,0.059125995,0.329278913,0.055280401,0.003845593,0.037013834,0.00576839,0.329278913,0.030284046,0.003845593,0,0.024996355,0.053357605,0.934959833,0,1.220338983,0.622396944,0.622396944,0.575193918,0.538257826,0.691372297,0.706996147,0.664161983,0.788567354,0.583671106,0.960915157,1.081349206,0.921871712,5.068070483,1.41058309,0.919996445,2.737490948,11.79858742,2.461179613,3.69176942,0,12.61354552,0.922942355,-99999,0,0,-99999,-99999,-99999,17873,19065,-99999,-99999,0.001554552,0.183143765,0.001679906,0.257638617,-99999,-99999,-99999,-99999,16,9,5,1,6.166666667,14193.79855,8579292.959
205142,4.91E+11,4.91E+11,49,53,271702,1,,,41100,"St. George, UT",160537,63522,60605,11578.88534,0,11578.88534,10795.96836,3115,1029,962,0.482,0,0,161,0.167359667,801,0.832640333,801,259,278,264,0.323345818,2257,47,30,1882,297,1,47,30,1882,71,1,216,10,0,329,1053,875,0.14576872,0.095313358,0.288533636,0.209059523,0.004353477,0.002778815,0.174324335,0.02751027,9.26E-05,0.004353477,0.002778815,0.174324335,0.006576529,9.26E-05,0.020007469,0.000926272,0,0.304372882,0,2.346153846,0.347860228,0.347860228,0.334228585,0.312766088,0.559468159,0.659634678,0.553577591,0.777617342,0.840282949,0.523871812,0.354895879,0.524607917,3.176769238,0.695090843,0.485091421,1.996586975,7.961968471,0.773822327,1.326552561,0.442184187,6.632762805,2.210920935,-99999,0,0,-99999,-99999,-99999,12058,9295,-99999,-99999,0.021144148,0.648175026,0.019870452,0.728790968,-99999,-99999,-99999,-99999,12,4,5,1,4.666666667,33569.01239,46859105.34
205143,4.91E+11,4.91E+11,49,53,271300,2,,,41100,"St. George, UT",160537,63522,60605,204.0480141,0,204.0480141,185.5138,1185,399,364,0.543,26,0.071428571,146,0.401098901,192,0.527472527,675,259,280,136,0.383703704,1444,0,5,14,1250,175,0,5,14,10,175,1122,118,0,599,377,468,0.414819945,2.150783392,6.387664961,7.783787513,0,0.026952173,0.075466084,6.738043208,0.943326049,0,0.026952173,0.075466084,0.053904346,0.943326049,6.048067583,0.636071279,0,9.934570905,0,3.967032967,0.321156382,0.27662905,0.421633509,0.36330227,0.532993514,0.38697133,0.428110259,0.401096142,0.901483454,0.637092968,0.467451524,0.587106834,24.63281287,1.46233727,0,23.1704756,222.7616877,0,0,0,207.010101,84.68595039,-99999,0,0,-99999,-99999,-99999,17380,12028,-99999,-99999,0.030476471,0.934257915,0.025712942,0.943076682,-99999,-99999,-99999,-99999,11,5,20,1,9.666666667,4066.928582,825772.2424
205144,4.91E+11,4.91E+11,49,53,271400,3,,,41100,"St. George, UT",160537,63522,60605,380.6409943,0,380.6409943,344.86955,1653,1028,761,0.483,110,0.144546649,322,0.423127464,329,0.432325887,890,281,409,200,0.315730337,2038,222,136,65,1069,546,222,136,65,599,546,263,207,0,918,762,358,0.450441609,2.980837247,4.793116702,5.909480846,0.643721662,0.394352009,0.188477063,3.099722779,1.583207332,0.643721662,0.394352009,0.188477063,1.736888629,1.583207332,0.762607195,0.600226955,0,8.890318093,0,2.678055191,0.760113786,0.760113786,0.894860507,0.837397016,0.823698193,0.670099697,0.739007715,0.421022608,0.895692224,0.607923497,0.43670265,0.569328689,23.02275651,1.849648471,0.606633753,20.56647428,145.208532,0,0,0,149.6423161,45.39710714,-99999,0,0,-99999,-99999,-99999,17068,12036,-99999,-99999,0.029929368,0.917486427,0.025730044,0.943703936,-99999,-99999,-99999,-99999,19,20,17,1,12.5,5715.79297,1540434.868
205145,4.91E+11,4.91E+11,49,53,270802,2,,,41100,"St. George, UT",160537,63522,60605,369.0095031,0,369.0095031,361.53655,2109,708,668,0.5,15,0.02245509,111,0.166167665,542,0.811377246,673,208,289,176,0.309063893,1771,803,241,66,187,474,803,19,66,106,474,52,29,222,734,700,337,0.41445511,1.958308226,5.833435098,4.898536538,2.221075573,0.666599269,0.182554157,0.517236777,1.311070762,2.221075573,0.052553469,0.182554157,0.29319304,1.311070762,0.143830548,0.08021319,0.6140458,6.856844764,0,2.651197605,0.834331766,0.834331766,0.712897673,0.712897673,0.871833867,0.741889139,0.817012016,0.433607639,0.912886598,0.550736498,0.380011293,0.537950513,17.82419252,3.179112528,2.648352304,11.99672769,78.64166033,0,6.937490711,13.87498142,43.35931694,31.2187082,-99999,0,0,-99999,-99999,-99999,13816,10535,-99999,-99999,0.024226866,0.742675912,0.022521271,0.826015368,-99999,-99999,-99999,-99999,20,16,12,1,10.33333333,5342.739312,1493363.009
205146,4.90E+11,4.90E+11,49,43,964305,3,482,"Salt Lake City-Provo-Orem, UT",25720,"Heber, UT",71034,34956,37044,762.7265352,0,762.7265352,666.3017,854,592,329,0.602,5,0.015197568,72,0.218844985,252,0.765957447,678,266,188,224,0.392330383,250,0,124,23,93,10,0,124,23,88,10,5,0,0,32,109,109,0.128,0.888486402,1.281701668,0.375205406,0,0.186101881,0.034518897,0.139576411,0.015008216,0,0.186101881,0.034518897,0.132072303,0.015008216,0.007504108,0,0,1.263691808,0,0.759878419,0.767445507,0.661041579,0.709453322,0.549099866,0.710298775,0.59426173,0.641992645,0.970427326,0.452898551,0.538793103,2.712,0.180504423,11.46749687,1.256997134,0.252616217,9.957883517,28.81955588,3.356379884,0,1.678189942,31.8856089,5.873664798,-99999,0,0,1.33,1.115996312,0.001557377,23812,17378,-99999,-99999,0.042369051,0.708606118,0.039431826,0.65998253,-99999,-99999,-99999,-99999,16,10,7,1,7,10536.88523,3086713.049
205147,4.90E+11,4.90E+11,49,43,964304,4,482,"Salt Lake City-Provo-Orem, UT",25720,"Heber, UT",71034,34956,37044,146.1781825,0,146.1781825,142.37023,711,358,272,0.622,0,0,91,0.334558824,181,0.665441176,413,108,82,223,0.261501211,386,88,10,55,156,77,88,10,55,79,77,52,25,0,128,126,132,0.331606218,2.514570637,4.994021573,2.711240967,0.618106749,0.070239403,0.386316718,1.095734691,0.540843405,0.618106749,0.070239403,0.386316718,0.554891286,0.540843405,0.365244897,0.175598508,0,5.225811604,0,1.419117647,0.86804652,0.86804652,0.926511371,0.86701542,0.835837087,0.773562334,0.838254431,0.492960309,0.703737466,0.96620776,1.069948187,0.932442132,27.30966222,3.856497189,2.456789507,20.99637552,138.7019571,0,26.26931006,0,148.8594237,21.89109172,-99999,0,0,0.67,2.93340629,0.000942335,33604,26331,-99999,-99999,0.059792105,1,0.059746772,1,-99999,-99999,-99999,-99999,19,20,17,1,12.5,3685.163347,591573.4525
205148,4.90E+11,4.90E+11,49,43,964303,2,482,"Salt Lake City-Provo-Orem, UT",25720,"Heber, UT",71034,34956,37044,1917.46363,0,1917.46363,1917.46363,1654,582,527,0.609,0,0,40,0.075901328,487,0.924098672,920,270,178,472,0.293478261,449,26,31,142,211,39,26,31,142,85,39,92,34,0,100,119,230,0.222717149,0.303525966,0.862597848,0.234163503,0.013559579,0.016167191,0.074056163,0.110041201,0.020339369,0.013559579,0.016167191,0.074056163,0.044329394,0.020339369,0.04798005,0.017731757,0,0.537689468,0,0.85199241,0.795752577,0.795752577,0.905052413,0.846934448,0.71389684,0.673071129,0.70425533,0.692378162,0.427009035,0.655953251,2.048997773,0.350288642,5.054088308,0.313143916,0.298871086,4.442073306,9.238537683,0,0,0.667548516,12.34964754,0.333774258,-99999,0,0,0.67,0.223628753,0.000405079,29137,22912,-99999,-99999,0.051843904,0.867069397,0.051988836,0.870153052,-99999,-99999,-99999,-99999,17,20,5,1,8.166666667,15398.23298,7759867.537
205149,4.90E+11,4.90E+11,49,43,964202,1,482,"Salt Lake City-Provo-Orem, UT",25720,"Heber, UT",71034,34956,37044,25169.73795,2.1603953,25167.57756,9778.61221,1021,500,369,0.617,0,0,51,0.138211382,318,0.861788618,539,153,170,216,0.283858998,320,41,30,129,31,89,41,13,129,31,89,0,0,17,116,117,87,0.3625,0.051132,0.104411544,0.03272448,0.004192824,0.00306792,0.013192056,0.003170184,0.009101496,0.004192824,0.001329432,0.013192056,0.003170184,0.009101496,0,0,0.001738488,0.08385648,0,0.867208672,0.890668682,0.890668682,0.835839128,0.720204267,0.757010932,0.730824712,0.759120404,0.720537703,0.477255779,0.745052386,1.684375,0.504405384,1.084361758,0.005189525,0.120495228,0.958677005,1.424639297,0,0.279724975,0.07628863,1.474913504,0.178006802,-99999,0,0,-99999,-99999,-99999,1386,1635,-99999,-99999,0.002466131,0.04124509,0.003709923,0.06209411,-99999,-99999,-99999,-99999,18,16,2,1,6.666666667,42037.83185,101860541.5
205150,4.90E+11,4.90E+11,49,43,964203,1,482,"Salt Lake City-Provo-Orem, UT",25720,"Heber, UT",71034,34956,37044,174863.0998,1427.098375,173436.0014,40524.07598,86,1257,25,0.837,0,0,4,0.16,21,0.84,141,47,54,40,0.333333333,45,9,7,9,20,0,9,0,9,6,0,14,0,7,18,7,20,0.4,0.031018597,0.002122195,0.001110451,0.00022209,0.000172737,0.00022209,0.000493534,0,0.00022209,0,0.00022209,0.00014806,0,0.000345474,0,0.000172737,0.032129048,0,1.8,0.933163255,0.803783078,0.972472558,0.752670451,0.921676813,0.624104961,0.654495293,0.507066467,0.687022901,0.483870968,3.133333333,0.118441829,0.862123314,0.159760326,0.007353985,0.695009003,0.561156849,0.232477684,0.014760488,0,0.760165127,0.044281464,-99999,0,0,-99999,-99999,-99999,89,225,-99999,-99999,0.000158359,0.002648494,0.00051054,0.008545061,-99999,-99999,-99999,-99999,20,17,1,1,6.833333333,173075.9879,707661266.9
205151,4.90E+11,4.90E+11,49,45,131200,2,482,"Salt Lake City-Provo-Orem, UT",41620,"Salt Lake City, UT",1185990,689888,583540,554.5247701,0,554.5247701,546.09127,2556,905,841,0.568,18,0.021403092,228,0.271105826,595,0.707491082,1209,295,432,482,0.244003309,762,13,285,67,297,100,13,8,67,82,100,23,192,277,242,276,244,0.317585302,1.657232133,4.680536277,1.395371144,0.023805544,0.521890782,0.122690114,0.543865131,0.183119573,0.023805544,0.014649566,0.122690114,0.15015805,0.183119573,0.042117502,0.35158958,0.507241216,3.052603276,0,0.906064209,0.798291163,0.798291163,0.797471249,0.797471249,0.727035752,0.693898646,0.755284191,0.687859079,0.459312839,0.773211568,1.586614173,0.556207322,15.92750349,0.409754736,1.686826772,13.83092199,92.7468037,2.30828282,12.69555551,9.233131279,79.63575728,21.92868679,692.02,0,0,4,4.61656564,0.001564945,6152,9700,2111,3374,0.00010361,0.040367189,0.000200224,0.086029516,4.45E-05,0.006644571,0.000115016,0.017971376,17,19,14,14,15.33333333,8972.440123,2244131.26
